asset_id,asset_name,travel_seconds,travel_time_str,stopped_seconds,stopped_time_str,proyecto,ec,fecha_procesamiento
281474998484495,2201,70126,19:28:46,18399,5:06:39,MeLi Dedicado TD,EC-05,2026-02-20
281474998565022,1912,0,0:00:00,99120,"1 day, 3:32:00",Crisa,EC-10,2026-02-20
281474998565036,1919,15448,4:17:28,35893,9:58:13,Crisa,EC-10,2026-02-20
281474998590652,1941,3524,0:58:44,84838,23:33:58,Circuitos,EC-03,2026-02-20
281474998592617,1935,0,0:00:00,99120,"1 day, 3:32:00",Circuitos,EC-03,2026-02-20
281474998740460,2200,0,0:00:00,99120,"1 day, 3:32:00",MeLi Dedicado TD,EC-05,2026-02-20
281474998787652,1873,19705,5:28:25,64576,17:56:16,Patieros Sucursal,EC-03,2026-02-20
281474998810190,1780,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281474998827367,1931,34591,9:36:31,45630,12:40:30,Circuitos,EC-03,2026-02-20
281474998846276,1793,48959,13:35:59,23738,6:35:38,Pilgrims Tepo,EC-02,2026-02-20
281474998858934,1863,40408,11:13:28,19623,5:27:03,Pilgrims Tepo,EC-02,2026-02-20
281474998865971,1898,0,0:00:00,99120,"1 day, 3:32:00",Pilgrims Tepo,EC-02,2026-02-20
281474998887517,1901,23555,6:32:35,62994,17:29:54,Pipas,EC-02,2026-02-20
281474998973930,2071,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281474998973943,2202,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281474998976464,1908,29511,8:11:51,67034,18:37:14,Circuitos,EC-03,2026-02-20
281474998987931,1838,49875,13:51:15,12220,3:23:40,Liverpool Local,EC-01,2026-02-20
281474998989957,1839,48055,13:20:55,17782,4:56:22,Liverpool Local,EC-01,2026-02-20
281474999030748,1855,56274,15:37:54,0,0:00:00,Circuitos,EC-03,2026-02-20
281474999112342,1788,48408,13:26:48,0,0:00:00,Liverpool Local,EC-01,2026-02-20
281474999367751,1823,5323,1:28:43,87719,"1 day, 0:21:59",Liverpool Local,EC-01,2026-02-20
281474999963332,1889,40481,11:14:41,0,0:00:00,Pilgrims Tepo,EC-02,2026-02-20
281475000205323,DISPONIBLE 66B,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475000205345,DISPONIBLE 5NE,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475000205400,DISPONIBLE 93S,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475000205408,DISPONIBLE C4S,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475001066492,DISPONIBLE BYM,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475001066501,DISPONIBLE 9YP,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
281475001066511,DISPONIBLE 6Z9,0,0:00:00,99120,"1 day, 3:32:00",,,2026-02-20
